0 0 0 0 0 
0.001 0.0051814518 0.010693965 0.010693821 5.5410015e-05 
0.0020000001 0.00075960899 0.0061429362 0.0061429348 4.666229e-06 
0.003 0.0030562272 0.011069177 0.011069125 3.3829867e-05 
0.0040000002 0.010566937 0.021922335 0.021921111 0.00023164762 
0.0049999999 0.021869913 0.026413925 0.026407609 0.00057762419 
0.0060000001 0.02605758 0.025771912 0.025763163 0.0006714777 
0.0070000002 0.027195839 0.028617982 0.028607398 0.00077819411 
0.0080000004 0.024555579 0.02737741 0.027369156 0.00067220064 
0.0089999996 0.025233699 0.024627453 0.024619613 0.0006213758 
0.0099999998 0.026421456 0.02383709 0.023828771 0.00062973733 
0.011 0.026057806 0.031061811 0.031051265 0.00080931099 
0.012 0.025571983 0.032414589 0.032403991 0.00082881498 
0.013 0.025829213 0.030864906 0.030854611 0.00079712761 
0.014 0.019208511 0.028704431 0.028699135 0.00055133546 
0.015 0.027759394 0.0311841 0.031172086 0.00086554058 
0.016000001 0.026740449 0.035427436 0.03541477 0.00094723259 
0.017000001 0.03140894 0.033827927 0.033811241 0.0010623246 
0.017999999 0.033075046 0.042633139 0.042609822 0.001409836 
0.018999999 0.032785136 0.043587666 0.043564241 0.0014287715 
0.02 0.028173409 0.03830304 0.038287841 0.0010789845 
0.021 0.033948075 0.035441052 0.035420634 0.0012029245 
0.022 0.035780523 0.030727161 0.030707493 0.0010991993 
0.023 0.029607652 0.037355229 0.037338857 0.0011058389 
0.024 0.031230461 0.038887311 0.038868345 0.0012142712 
0.025 0.031705067 0.033332065 0.033315316 0.0010566183 
0.026000001 0.029883705 0.031348933 0.031334937 0.00093668286 
0.027000001 0.035137992 0.030610019 0.030591125 0.0010753534 
0.028000001 0.040394839 0.026754852 0.026733026 0.001080464 
0.028999999 0.042462248 0.012754355 0.012742858 0.00054141582 
0.029999999 0.051211603 0.013791752 0.01377367 0.00070598908 
0.030999999 0.045519538 0.012748877 0.012735671 0.00058012258 
0.032000002 0.040531434 0.010324289 0.010315809 0.00041834367 
0.033 0.042917505 0.0097687077 0.009759712 0.00041911987 
0.034000002 0.044985946 0.010918271 0.010907225 0.0004910031 
0.035 0.049598195 0.016771082 0.016750457 0.00083147438 
0.035999998 0.054488562 0.021571387 0.021539371 0.0011748123 
0.037 0.04695186 0.024589093 0.024561994 0.0011540795 
0.037999999 0.046267774 0.021067886 0.021045338 0.00097441638 
0.039000001 0.047414199 0.016692942 0.016674181 0.00079118594 
0.039999999 0.045163661 0.01445461 0.014439871 0.00065260119 
0.041000001 0.040894836 0.013064357 0.013053434 0.00053411582 
0.041999999 0.044387586 0.0071128858 0.00710588 0.00031562016 
0.043000001 0.041522034 0.014326418 0.014314069 0.00059469108 
0.044 0.040640939 0.019670116 0.019653874 0.00079919188 
0.045000002 0.041666284 0.021689869 0.021671044 0.00090347475 
0.046 0.041617185 0.024449114 0.024427943 0.0010172095 
0.046999998 0.047036264 0.025698755 0.025670333 0.0012083277 
0.048 0.050458927 0.025666894 0.025634227 0.0012945745 
0.048999999 0.059679832 0.017953631 0.017921668 0.0010708338 
0.050000001 0.05910315 0.021386769 0.021349426 0.0012632896 
0.050999999 0.053045977 0.021719644 0.021689093 0.0011515996 
0.052000001 0.051838517 0.018918341 0.018892927 0.00098025962 
0.052999999 0.053746816 0.019330841 0.019302925 0.0010384709 
0.054000001 0.058161449 0.019487707 0.019454755 0.0011327944 
0.055 0.060997054 0.016590783 0.016559929 0.0010113615 
0.056000002 0.063956007 0.011299883 0.011276781 0.00072220288 
0.057 0.061218016 0.010182968 0.010163893 0.00062299182 
0.057999998 0.067352131 0.010837235 0.010812663 0.00072935916 
0.059 0.072518229 0.015075689 0.015036066 0.0010923042 
0.059999999 0.070516028 0.0092441207 0.0092211477 0.00065131864 
0.061000001 0.07427416 0.0045702793 0.0045576789 0.00033914164 
