0 0 -1 
9.9999997e-05 -0.00018628927 -1.0030234 
0.00019999999 0.0061723958 -0.99782068 
0.00030000001 0.0059289183 -1.0013467 
0.00039999999 0.022122374 -1.0010215 
0.00050000002 0.017153425 -0.99612218 
0.00060000003 0.022511082 -1.0005046 
0.00069999998 0.030732237 -0.99865663 
0.00079999998 0.036839563 -1.0049038 
0.00089999998 0.026852185 -1.0038699 
0.001 0.027830141 -0.9992764 
0.0011 0.02806888 -0.99326283 
0.0012000001 0.029593693 -0.99845082 
0.0013 0.023735836 -0.9966116 
0.0014 0.014911731 -0.99879104 
0.0015 0.019066755 -0.99513274 
0.0016 0.017057167 -0.99930978 
0.0017 0.011687642 -0.99897343 
0.0018 0.018403795 -0.998577 
0.0019 0.0081995679 -0.99875367 
0.0020000001 -0.0041514887 -1.0042665 
0.0020999999 0.0051947939 -0.99902797 
0.0022 0.0073503833 -1.0032278 
0.0023000001 -0.0031643468 -0.99354374 
0.0024000001 -0.0072182878 -0.99892294 
0.0024999999 -0.0072039338 -1.0039215 
0.0026 -0.0018235401 -1.0065831 
0.0027000001 -0.0062126904 -0.99535269 
0.0027999999 -0.00057276251 -1.0038322 
0.0029 -0.0071945055 -1.0090852 
0.003 0.0017440387 -1.0166845 
0.0031000001 -0.0030227427 -1.0281039 
0.0031999999 -0.0045560678 -1.0219215 
0.0033 -0.0068325428 -1.0085096 
0.0034 -0.0044267653 -1.0081636 
0.0035000001 0.00035806303 -1.0112201 
0.0035999999 -0.0028313007 -1.0041097 
0.0037 -0.0051709334 -1.0023832 
0.0038000001 -0.0013119695 -1.0041847 
0.0038999999 -0.0021599834 -1.0041255 
0.0040000002 -5.8474652e-06 -0.99537206 
0.0041 0.0040270034 -1.0020369 
0.0041999999 -0.0018034576 -1.0045822 
0.0043000001 -0.0027364637 -1.0094212 
0.0044 0.0019636231 -1.0137478 
0.0044999998 -0.0022682729 -1.0155449 
0.0046000001 -0.0062477109 -1.0126642 
0.0046999999 -0.011556764 -1.0002676 
0.0048000002 -0.016831709 -1.0083333 
0.0049000001 -0.017766517 -1.0161831 
0.0049999999 -0.008438779 -1.0260442 
0.0051000002 -0.012237653 -1.0225903 
0.0052 0.0019043653 -1.0213752 
0.0052999998 0.0005936271 -1.0172015 
0.0054000001 0.0076919766 -1.0123888 
0.0055 0.011156267 -0.99963117 
0.0055999998 0.014015211 -0.99457705 
0.0057000001 0.010747935 -1.0042706 
0.0057999999 0.014521576 -1.0112399 
0.0059000002 0.0075947759 -1.0187364 
0.0060000001 0.0070902095 -1.02098 
0.0060999999 0.0088027688 -1.0179579 
0.0062000002 0.014952831 -1.0088898 
0.0063 0.024689978 -1.0068418 
0.0063999998 0.0235436 -1.0049298 
0.0065000001 0.015178226 -1.0039769 
0.0066 0.017380372 -1.0124143 
0.0066999998 0.012657511 -1.024666 
0.0068000001 0.0076492368 -1.0282327 
0.0068999999 0.013686668 -1.0374321 
0.0070000002 0.0097215148 -1.0462626 
0.0071 0.014242087 -1.0421925 
0.0071999999 0.028277295 -1.0498776 
0.0073000002 0.040028952 -1.0411377 
0.0074 0.040872093 -1.0359814 
0.0074999998 0.035811681 -1.0332304 
0.0076000001 0.033784758 -1.0308281 
0.0077 0.030205054 -1.0237955 
0.0077999998 0.032971572 -1.0129255 
0.0078999996 0.041037422 -1.0118027 
0.0080000004 0.037182692 -1.0027735 
0.0081000002 0.035205312 -1.0144362 
0.0082 0.041461058 -1.0073644 
0.0082999999 0.029765218 -1.0108335 
0.0083999997 0.03513414 -1.0022032 
0.0085000005 0.041103158 -0.99250782 
0.0086000003 0.038790479 -0.99796927 
0.0087000001 0.031748768 -0.98853123 
0.0088 0.032773692 -0.99005121 
0.0088999998 0.036611654 -0.983208 
0.0089999996 0.03587281 -0.98644167 
0.0091000004 0.043054871 -0.98257041 
0.0092000002 0.03546603 -0.98379564 
0.0093 0.024554899 -0.98721755 
0.0093999999 0.023666305 -0.98516661 
0.0094999997 0.026065847 -0.97722161 
0.0096000005 0.015966466 -0.97628009 
0.0097000003 0.015488144 -0.97886282 
0.0098000001 0.01538308 -0.97841465 
0.0098999999 0.021456102 -0.98446298 
0.0099999998 0.012168613 -0.99250531 
0.0101 0.012214381 -0.98777699 
0.0102 0.0089529874 -0.98308605 
0.0103 0.0023782104 -0.98456287 
0.0104 0.0022096862 -0.98937321 
0.0105 -0.0047718892 -0.9802655 
0.0106 -0.00099076342 -0.99024415 
0.0107 -0.0027017042 -0.98158211 
0.0108 0.0057579912 -0.98059416 
0.0109 0.0026515916 -0.98343694 
0.011 -0.0093468847 -0.9686175 
0.0111 -0.015718874 -0.97329861 
0.0112 -0.013238231 -0.97346562 
0.0113 -0.018780461 -0.96692729 
0.0114 -0.018316688 -0.97324002 
0.0115 -0.020791586 -0.97864401 
0.0116 -0.025852004 -0.98042041 
0.0117 -0.025243465 -0.97477323 
0.0118 -0.020887872 -0.9798336 
0.0119 -0.02054503 -0.98242348 
0.012 -0.019257599 -0.97356385 
0.0121 -0.010023776 -0.97317612 
0.0122 -0.014370021 -0.96269387 
0.0123 -0.013383961 -0.96018577 
0.0124 -0.0055204704 -0.96540409 
0.0125 -0.012849352 -0.96323556 
0.0126 -0.015930554 -0.95163935 
0.0127 -0.016838128 -0.95601887 
0.0128 -0.015371528 -0.96001714 
0.0129 -0.018006163 -0.96729505 
0.013 -0.01826404 -0.97016639 
0.0131 -0.0094253374 -0.97446126 
0.0132 -0.0075719398 -0.97795373 
0.0133 -0.0060461215 -0.97135562 
0.0134 0.0015795693 -0.96614021 
0.0135 0.0054443497 -0.9588089 
0.0136 0.0038909731 -0.96751708 
0.0137 0.014303444 -0.97676694 
0.0138 0.021279206 -0.97422689 
0.0139 0.025521806 -0.97232836 
0.014 0.03319224 -0.96344882 
0.0141 0.034612618 -0.96453357 
0.0142 0.040701069 -0.97369307 
0.0143 0.049584065 -0.95960003 
0.0144 0.052708432 -0.96002477 
0.0145 0.039655644 -0.97104293 
0.0146 0.042400207 -0.96184814 
0.0147 0.042967606 -0.96080899 
0.0148 0.044158541 -0.95577443 
0.0149 0.034138102 -0.95556575 
0.015 0.042574793 -0.95481056 
0.0151 0.049156632 -0.95321763 
0.0152 0.055420734 -0.95257467 
0.0153 0.048613779 -0.94965494 
0.0154 0.050789855 -0.95990574 
0.0155 0.053254832 -0.95441419 
0.0156 0.057818454 -0.96042854 
0.015699999 0.056302533 -0.96111959 
0.015799999 0.055743854 -0.96370935 
0.015900001 0.060961578 -0.96373278 
0.016000001 0.056783315 -0.96846062 
0.016100001 0.05279348 -0.97207254 
0.0162 0.061013669 -0.97190052 
0.0163 0.069559157 -0.96920484 
0.0164 0.061672784 -0.95883101 
0.0165 0.066759191 -0.9576304 
0.0166 0.066719986 -0.9517315 
0.0167 0.055176653 -0.95722914 
0.016799999 0.05868192 -0.95044196 
0.016899999 0.051762935 -0.95411032 
0.017000001 0.051826697 -0.95221919 
0.017100001 0.049553245 -0.94581109 
0.017200001 0.052645195 -0.94636393 
0.0173 0.057449039 -0.94469154 
0.0174 0.051956452 -0.93934762 
0.0175 0.047777478 -0.93716586 
0.0176 0.063088372 -0.93861735 
0.0177 0.05104639 -0.94580865 
0.0178 0.057408214 -0.94176525 
0.017899999 0.060633752 -0.93919796 
0.017999999 0.055063963 -0.93438238 
0.018100001 0.050137118 -0.93236864 
0.018200001 0.051719967 -0.9278602 
0.018300001 0.052505609 -0.93444437 
0.0184 0.059051991 -0.94192088 
0.0185 0.052412089 -0.94929039 
0.0186 0.051535815 -0.94515318 
0.0187 0.055737946 -0.94339794 
0.0188 0.044661492 -0.93524414 
0.0189 0.046797629 -0.9219771 
0.018999999 0.052728277 -0.92599905 
0.019099999 0.058262397 -0.92741877 
0.019200001 0.063378088 -0.91686928 
0.019300001 0.054090854 -0.92055416 
0.019400001 0.065181255 -0.9229278 
0.0195 0.056843434 -0.93245041 
0.0196 0.055765148 -0.92630452 
0.0197 0.047476329 -0.93171591 
0.0198 0.054292031 -0.93158358 
0.0199 0.058793653 -0.92615283 
0.02 0.066181205 -0.91855687 
0.020099999 0.061509416 -0.9208318 
0.020199999 0.063552909 -0.92206585 
0.020300001 0.059460007 -0.92512983 
0.020400001 0.054869398 -0.92960995 
0.020500001 0.053977102 -0.93732071 
0.0206 0.055663414 -0.9359715 
0.0207 0.058557075 -0.92799056 
0.0208 0.059097596 -0.93018496 
0.0209 0.064303569 -0.93948925 
0.021 0.078762516 -0.93890059 
0.0211 0.085236937 -0.94037688 
0.021199999 0.084600613 -0.94793802 
0.021299999 0.087783687 -0.94481039 
0.021400001 0.084674105 -0.95437354 
0.021500001 0.086287387 -0.95203674 
0.021600001 0.085273162 -0.95576435 
0.0217 0.076149255 -0.95226157 
0.0218 0.062912278 -0.9582482 
0.0219 0.057201032 -0.95879573 
0.022 0.056503005 -0.95649076 
0.0221 0.042887174 -0.95696515 
0.0222 0.038400002 -0.95395172 
0.022299999 0.035175081 -0.95320773 
0.022399999 0.035923179 -0.95207137 
0.022500001 0.036604915 -0.94800359 
0.022600001 0.032727726 -0.95935941 
0.022700001 0.024015823 -0.96994334 
0.0228 0.032213904 -0.97183657 
0.0229 0.030802431 -0.97044611 
0.023 0.039078511 -0.97378492 
0.0231 0.05225008 -0.97310537 
0.0232 0.061545551 -0.9763509 
0.0233 0.057142898 -0.98467904 
